"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","PPI","TOT_MKT","IDX2015","M","2019-06",105.5,
"POL","PPI","TOT_MKT","IDX2015","M","2019-07",105.6,
"POL","PPI","TOT_MKT","IDX2015","M","2019-08",106,
"POL","PPI","TOT_MKT","IDX2015","M","2019-09",106.4,
"POL","PPI","TOT_MKT","IDX2015","M","2019-10",105.7,
"POL","PPI","TOT_MKT","IDX2015","M","2019-11",105.5,
"POL","PPI","TOT_MKT","IDX2015","M","2019-12",105.6,
"POL","PPI","TOT_MKT","IDX2015","M","2020-01",105.5,
"POL","PPI","TOT_MKT","IDX2015","M","2020-02",105.2,
"PRT","PPI","TOT_MKT","IDX2015","M","2011-01",101.4,
"PRT","PPI","TOT_MKT","IDX2015","M","2011-02",101.9,
"PRT","PPI","TOT_MKT","IDX2015","M","2011-03",102.3,
"PRT","PPI","TOT_MKT","IDX2015","M","2011-04",104.5,
"PRT","PPI","TOT_MKT","IDX2015","M","2011-05",104.8,
"PRT","PPI","TOT_MKT","IDX2015","M","2011-06",104.6,
"PRT","PPI","TOT_MKT","IDX2015","M","2011-07",104.9,
"PRT","PPI","TOT_MKT","IDX2015","M","2011-08",105.1,
"PRT","PPI","TOT_MKT","IDX2015","M","2011-09",105.3,
"PRT","PPI","TOT_MKT","IDX2015","M","2011-10",104.9,
"PRT","PPI","TOT_MKT","IDX2015","M","2011-11",104.7,
"PRT","PPI","TOT_MKT","IDX2015","M","2011-12",104.6,
"PRT","PPI","TOT_MKT","IDX2015","M","2012-01",105.7,
"PRT","PPI","TOT_MKT","IDX2015","M","2012-02",106.3,
"PRT","PPI","TOT_MKT","IDX2015","M","2012-03",106.7,
"PRT","PPI","TOT_MKT","IDX2015","M","2012-04",106.8,
"PRT","PPI","TOT_MKT","IDX2015","M","2012-05",106.5,
"PRT","PPI","TOT_MKT","IDX2015","M","2012-06",106.7,
"PRT","PPI","TOT_MKT","IDX2015","M","2012-07",107.2,
"PRT","PPI","TOT_MKT","IDX2015","M","2012-08",108.8,
"PRT","PPI","TOT_MKT","IDX2015","M","2012-09",109.8,
"PRT","PPI","TOT_MKT","IDX2015","M","2012-10",108.7,
"PRT","PPI","TOT_MKT","IDX2015","M","2012-11",108.1,
"PRT","PPI","TOT_MKT","IDX2015","M","2012-12",106.7,
"PRT","PPI","TOT_MKT","IDX2015","M","2013-01",107.1,
"PRT","PPI","TOT_MKT","IDX2015","M","2013-02",107.3,
"PRT","PPI","TOT_MKT","IDX2015","M","2013-03",106.7,
"PRT","PPI","TOT_MKT","IDX2015","M","2013-04",105.5,
"PRT","PPI","TOT_MKT","IDX2015","M","2013-05",105.5,
"PRT","PPI","TOT_MKT","IDX2015","M","2013-06",105.7,
"PRT","PPI","TOT_MKT","IDX2015","M","2013-07",106.8,
"PRT","PPI","TOT_MKT","IDX2015","M","2013-08",107.2,
"PRT","PPI","TOT_MKT","IDX2015","M","2013-09",106.3,
"PRT","PPI","TOT_MKT","IDX2015","M","2013-10",105.7,
"PRT","PPI","TOT_MKT","IDX2015","M","2013-11",104.8,
"PRT","PPI","TOT_MKT","IDX2015","M","2013-12",105.4,
"PRT","PPI","TOT_MKT","IDX2015","M","2014-01",104.6,
"PRT","PPI","TOT_MKT","IDX2015","M","2014-02",104.5,
"PRT","PPI","TOT_MKT","IDX2015","M","2014-03",104,
"PRT","PPI","TOT_MKT","IDX2015","M","2014-04",103.7,
"PRT","PPI","TOT_MKT","IDX2015","M","2014-05",104.1,
"PRT","PPI","TOT_MKT","IDX2015","M","2014-06",104.7,
"PRT","PPI","TOT_MKT","IDX2015","M","2014-07",104.9,
"PRT","PPI","TOT_MKT","IDX2015","M","2014-08",104.7,
"PRT","PPI","TOT_MKT","IDX2015","M","2014-09",104.3,
"PRT","PPI","TOT_MKT","IDX2015","M","2014-10",103.3,
"PRT","PPI","TOT_MKT","IDX2015","M","2014-11",102,
"PRT","PPI","TOT_MKT","IDX2015","M","2014-12",99.8,
"PRT","PPI","TOT_MKT","IDX2015","M","2015-01",99.4,
"PRT","PPI","TOT_MKT","IDX2015","M","2015-02",100.5,
"PRT","PPI","TOT_MKT","IDX2015","M","2015-03",101,
"PRT","PPI","TOT_MKT","IDX2015","M","2015-04",101.6,
"PRT","PPI","TOT_MKT","IDX2015","M","2015-05",101.8,
"PRT","PPI","TOT_MKT","IDX2015","M","2015-06",101.5,
"PRT","PPI","TOT_MKT","IDX2015","M","2015-07",101.5,
"PRT","PPI","TOT_MKT","IDX2015","M","2015-08",99.4,
"PRT","PPI","TOT_MKT","IDX2015","M","2015-09",98.9,
"PRT","PPI","TOT_MKT","IDX2015","M","2015-10",98.5,
"PRT","PPI","TOT_MKT","IDX2015","M","2015-11",98.3,
"PRT","PPI","TOT_MKT","IDX2015","M","2015-12",97.6,
"PRT","PPI","TOT_MKT","IDX2015","M","2016-01",97.2,
"PRT","PPI","TOT_MKT","IDX2015","M","2016-02",96.4,
"PRT","PPI","TOT_MKT","IDX2015","M","2016-03",96.4,
"PRT","PPI","TOT_MKT","IDX2015","M","2016-04",96.4,
"PRT","PPI","TOT_MKT","IDX2015","M","2016-05",96.9,
"PRT","PPI","TOT_MKT","IDX2015","M","2016-06",97.8,
"PRT","PPI","TOT_MKT","IDX2015","M","2016-07",98,
"PRT","PPI","TOT_MKT","IDX2015","M","2016-08",97.6,
"PRT","PPI","TOT_MKT","IDX2015","M","2016-09",97.8,
"PRT","PPI","TOT_MKT","IDX2015","M","2016-10",98,
"PRT","PPI","TOT_MKT","IDX2015","M","2016-11",98.1,
"PRT","PPI","TOT_MKT","IDX2015","M","2016-12",98.7,
"PRT","PPI","TOT_MKT","IDX2015","M","2017-01",99.8,
"PRT","PPI","TOT_MKT","IDX2015","M","2017-02",100.1,
"PRT","PPI","TOT_MKT","IDX2015","M","2017-03",100.1,
"PRT","PPI","TOT_MKT","IDX2015","M","2017-04",100.1,
"PRT","PPI","TOT_MKT","IDX2015","M","2017-05",99.8,
"PRT","PPI","TOT_MKT","IDX2015","M","2017-06",99.5,
"PRT","PPI","TOT_MKT","IDX2015","M","2017-07",99.2,
"PRT","PPI","TOT_MKT","IDX2015","M","2017-08",99.4,
"PRT","PPI","TOT_MKT","IDX2015","M","2017-09",99.7,
"PRT","PPI","TOT_MKT","IDX2015","M","2017-10",100,
"PRT","PPI","TOT_MKT","IDX2015","M","2017-11",100.6,
"PRT","PPI","TOT_MKT","IDX2015","M","2017-12",100.6,
"PRT","PPI","TOT_MKT","IDX2015","M","2018-01",101.1,
"PRT","PPI","TOT_MKT","IDX2015","M","2018-02",101.4,
"PRT","PPI","TOT_MKT","IDX2015","M","2018-03",101,
"PRT","PPI","TOT_MKT","IDX2015","M","2018-04",101.5,
"PRT","PPI","TOT_MKT","IDX2015","M","2018-05",102.3,
"PRT","PPI","TOT_MKT","IDX2015","M","2018-06",102.8,
"PRT","PPI","TOT_MKT","IDX2015","M","2018-07",103.1,
"PRT","PPI","TOT_MKT","IDX2015","M","2018-08",103.3,
"PRT","PPI","TOT_MKT","IDX2015","M","2018-09",103.5,
"PRT","PPI","TOT_MKT","IDX2015","M","2018-10",104.1,
"PRT","PPI","TOT_MKT","IDX2015","M","2018-11",103.7,
"PRT","PPI","TOT_MKT","IDX2015","M","2018-12",102.9,
"PRT","PPI","TOT_MKT","IDX2015","M","2019-01",102,
"PRT","PPI","TOT_MKT","IDX2015","M","2019-02",102.5,
"PRT","PPI","TOT_MKT","IDX2015","M","2019-03",103.1,
"PRT","PPI","TOT_MKT","IDX2015","M","2019-04",103.5,
"PRT","PPI","TOT_MKT","IDX2015","M","2019-05",103.9,
"PRT","PPI","TOT_MKT","IDX2015","M","2019-06",103.5,
"PRT","PPI","TOT_MKT","IDX2015","M","2019-07",103.3,
"PRT","PPI","TOT_MKT","IDX2015","M","2019-08",103,
"PRT","PPI","TOT_MKT","IDX2015","M","2019-09",102.7,
"PRT","PPI","TOT_MKT","IDX2015","M","2019-10",102.7,
"PRT","PPI","TOT_MKT","IDX2015","M","2019-11",101.9,
"PRT","PPI","TOT_MKT","IDX2015","M","2019-12",101.8,
"PRT","PPI","TOT_MKT","IDX2015","M","2020-01",101.2,
"PRT","PPI","TOT_MKT","IDX2015","M","2020-02",100.2,
"SVK","PPI","TOT_MKT","IDX2015","M","2011-01",103.3,
"SVK","PPI","TOT_MKT","IDX2015","M","2011-02",104.4,
"SVK","PPI","TOT_MKT","IDX2015","M","2011-03",105.3,
"SVK","PPI","TOT_MKT","IDX2015","M","2011-04",106.4,
"SVK","PPI","TOT_MKT","IDX2015","M","2011-05",106.6,
"SVK","PPI","TOT_MKT","IDX2015","M","2011-06",106.4,
"SVK","PPI","TOT_MKT","IDX2015","M","2011-07",105.7,
"SVK","PPI","TOT_MKT","IDX2015","M","2011-08",106.3,
"SVK","PPI","TOT_MKT","IDX2015","M","2011-09",106.1,
"SVK","PPI","TOT_MKT","IDX2015","M","2011-10",105.7,
"SVK","PPI","TOT_MKT","IDX2015","M","2011-11",105.5,
"SVK","PPI","TOT_MKT","IDX2015","M","2011-12",105.1,
"SVK","PPI","TOT_MKT","IDX2015","M","2012-01",105.1,
"SVK","PPI","TOT_MKT","IDX2015","M","2012-02",105.7,
"SVK","PPI","TOT_MKT","IDX2015","M","2012-03",106.4,
"SVK","PPI","TOT_MKT","IDX2015","M","2012-04",106.9,
"SVK","PPI","TOT_MKT","IDX2015","M","2012-05",106.8,
"SVK","PPI","TOT_MKT","IDX2015","M","2012-06",106.2,
"SVK","PPI","TOT_MKT","IDX2015","M","2012-07",105.6,
"SVK","PPI","TOT_MKT","IDX2015","M","2012-08",106.6,
"SVK","PPI","TOT_MKT","IDX2015","M","2012-09",107.2,
"SVK","PPI","TOT_MKT","IDX2015","M","2012-10",107.1,
"SVK","PPI","TOT_MKT","IDX2015","M","2012-11",106.5,
"SVK","PPI","TOT_MKT","IDX2015","M","2012-12",106.1,
"SVK","PPI","TOT_MKT","IDX2015","M","2013-01",106.1,
"SVK","PPI","TOT_MKT","IDX2015","M","2013-02",105.9,
"SVK","PPI","TOT_MKT","IDX2015","M","2013-03",106.1,
"SVK","PPI","TOT_MKT","IDX2015","M","2013-04",105.9,
"SVK","PPI","TOT_MKT","IDX2015","M","2013-05",105.5,
"SVK","PPI","TOT_MKT","IDX2015","M","2013-06",105.3,
"SVK","PPI","TOT_MKT","IDX2015","M","2013-07",104.9,
"SVK","PPI","TOT_MKT","IDX2015","M","2013-08",104.8,
"SVK","PPI","TOT_MKT","IDX2015","M","2013-09",105,
"SVK","PPI","TOT_MKT","IDX2015","M","2013-10",104.5,
"SVK","PPI","TOT_MKT","IDX2015","M","2013-11",103.9,
"SVK","PPI","TOT_MKT","IDX2015","M","2013-12",103.7,
"SVK","PPI","TOT_MKT","IDX2015","M","2014-01",103.2,
"SVK","PPI","TOT_MKT","IDX2015","M","2014-02",103.1,
"SVK","PPI","TOT_MKT","IDX2015","M","2014-03",102.9,
"SVK","PPI","TOT_MKT","IDX2015","M","2014-04",102.9,
"SVK","PPI","TOT_MKT","IDX2015","M","2014-05",103.2,
"SVK","PPI","TOT_MKT","IDX2015","M","2014-06",102.6,
"SVK","PPI","TOT_MKT","IDX2015","M","2014-07",102.4,
"SVK","PPI","TOT_MKT","IDX2015","M","2014-08",102,
"SVK","PPI","TOT_MKT","IDX2015","M","2014-09",102,
"SVK","PPI","TOT_MKT","IDX2015","M","2014-10",101.9,
"SVK","PPI","TOT_MKT","IDX2015","M","2014-11",101.8,
"SVK","PPI","TOT_MKT","IDX2015","M","2014-12",100.7,
"SVK","PPI","TOT_MKT","IDX2015","M","2015-01",99.7,
"SVK","PPI","TOT_MKT","IDX2015","M","2015-02",99.4,
"SVK","PPI","TOT_MKT","IDX2015","M","2015-03",100.4,
"SVK","PPI","TOT_MKT","IDX2015","M","2015-04",100.4,
"SVK","PPI","TOT_MKT","IDX2015","M","2015-05",101.3,
"SVK","PPI","TOT_MKT","IDX2015","M","2015-06",101.2,
"SVK","PPI","TOT_MKT","IDX2015","M","2015-07",100.9,
"SVK","PPI","TOT_MKT","IDX2015","M","2015-08",100.4,
"SVK","PPI","TOT_MKT","IDX2015","M","2015-09",99.8,
"SVK","PPI","TOT_MKT","IDX2015","M","2015-10",99.4,
"SVK","PPI","TOT_MKT","IDX2015","M","2015-11",98.9,
"SVK","PPI","TOT_MKT","IDX2015","M","2015-12",98.4,
"SVK","PPI","TOT_MKT","IDX2015","M","2016-01",97.5,
"SVK","PPI","TOT_MKT","IDX2015","M","2016-02",95.9,
"SVK","PPI","TOT_MKT","IDX2015","M","2016-03",95.7,
"SVK","PPI","TOT_MKT","IDX2015","M","2016-04",96,
"SVK","PPI","TOT_MKT","IDX2015","M","2016-05",96.3,
"SVK","PPI","TOT_MKT","IDX2015","M","2016-06",96.8,
"SVK","PPI","TOT_MKT","IDX2015","M","2016-07",96.9,
"SVK","PPI","TOT_MKT","IDX2015","M","2016-08",96.2,
"SVK","PPI","TOT_MKT","IDX2015","M","2016-09",96.6,
"SVK","PPI","TOT_MKT","IDX2015","M","2016-10",96.9,
"SVK","PPI","TOT_MKT","IDX2015","M","2016-11",97.2,
"SVK","PPI","TOT_MKT","IDX2015","M","2016-12",97.3,
"SVK","PPI","TOT_MKT","IDX2015","M","2017-01",98.8,
"SVK","PPI","TOT_MKT","IDX2015","M","2017-02",99.1,
"SVK","PPI","TOT_MKT","IDX2015","M","2017-03",99.8,
"SVK","PPI","TOT_MKT","IDX2015","M","2017-04",99.8,
"SVK","PPI","TOT_MKT","IDX2015","M","2017-05",99.6,
"SVK","PPI","TOT_MKT","IDX2015","M","2017-06",99.5,
"SVK","PPI","TOT_MKT","IDX2015","M","2017-07",98.9,
"SVK","PPI","TOT_MKT","IDX2015","M","2017-08",99.1,
"SVK","PPI","TOT_MKT","IDX2015","M","2017-09",99,
"SVK","PPI","TOT_MKT","IDX2015","M","2017-10",99.1,
"SVK","PPI","TOT_MKT","IDX2015","M","2017-11",99.6,
"SVK","PPI","TOT_MKT","IDX2015","M","2017-12",99.1,
"SVK","PPI","TOT_MKT","IDX2015","M","2018-01",99.3,
"SVK","PPI","TOT_MKT","IDX2015","M","2018-02",99.5,
"SVK","PPI","TOT_MKT","IDX2015","M","2018-03",99.6,
"SVK","PPI","TOT_MKT","IDX2015","M","2018-04",99.8,
"SVK","PPI","TOT_MKT","IDX2015","M","2018-05",100.1,
"SVK","PPI","TOT_MKT","IDX2015","M","2018-06",100.5,
"SVK","PPI","TOT_MKT","IDX2015","M","2018-07",100.9,
"SVK","PPI","TOT_MKT","IDX2015","M","2018-08",101.6,
"SVK","PPI","TOT_MKT","IDX2015","M","2018-09",101.5,
"SVK","PPI","TOT_MKT","IDX2015","M","2018-10",102,
"SVK","PPI","TOT_MKT","IDX2015","M","2018-11",101.4,
"SVK","PPI","TOT_MKT","IDX2015","M","2018-12",100.6,
"SVK","PPI","TOT_MKT","IDX2015","M","2019-01",100.9,
"SVK","PPI","TOT_MKT","IDX2015","M","2019-02",100.6,
"SVK","PPI","TOT_MKT","IDX2015","M","2019-03",101.6,
"SVK","PPI","TOT_MKT","IDX2015","M","2019-04",101.7,
"SVK","PPI","TOT_MKT","IDX2015","M","2019-05",102.3,
"SVK","PPI","TOT_MKT","IDX2015","M","2019-06",102.4,
"SVK","PPI","TOT_MKT","IDX2015","M","2019-07",101.8,
"SVK","PPI","TOT_MKT","IDX2015","M","2019-08",102,
"SVK","PPI","TOT_MKT","IDX2015","M","2019-09",101.8,
"SVK","PPI","TOT_MKT","IDX2015","M","2019-10",102.4,
"SVK","PPI","TOT_MKT","IDX2015","M","2019-11",101.3,
"SVK","PPI","TOT_MKT","IDX2015","M","2019-12",101.4,
"SVK","PPI","TOT_MKT","IDX2015","M","2020-01",102.2,
"ESP","PPI","TOT_MKT","IDX2015","M","2011-01",99,
"ESP","PPI","TOT_MKT","IDX2015","M","2011-02",100,
"ESP","PPI","TOT_MKT","IDX2015","M","2011-03",100.7,
"ESP","PPI","TOT_MKT","IDX2015","M","2011-04",101.3,
"ESP","PPI","TOT_MKT","IDX2015","M","2011-05",101,
"ESP","PPI","TOT_MKT","IDX2015","M","2011-06",101,
"ESP","PPI","TOT_MKT","IDX2015","M","2011-07",101.3,
"ESP","PPI","TOT_MKT","IDX2015","M","2011-08",101.1,
"ESP","PPI","TOT_MKT","IDX2015","M","2011-09",101.2,
"ESP","PPI","TOT_MKT","IDX2015","M","2011-10",101.1,
"ESP","PPI","TOT_MKT","IDX2015","M","2011-11",101.2,
"ESP","PPI","TOT_MKT","IDX2015","M","2011-12",101.1,
"ESP","PPI","TOT_MKT","IDX2015","M","2012-01",102.1,
"ESP","PPI","TOT_MKT","IDX2015","M","2012-02",102.6,
"ESP","PPI","TOT_MKT","IDX2015","M","2012-03",103.4,
"ESP","PPI","TOT_MKT","IDX2015","M","2012-04",103.6,
"ESP","PPI","TOT_MKT","IDX2015","M","2012-05",103.2,
"ESP","PPI","TOT_MKT","IDX2015","M","2012-06",102.6,
"ESP","PPI","TOT_MKT","IDX2015","M","2012-07",103.1,
"ESP","PPI","TOT_MKT","IDX2015","M","2012-08",104.1,
"ESP","PPI","TOT_MKT","IDX2015","M","2012-09",104.5,
"ESP","PPI","TOT_MKT","IDX2015","M","2012-10",104.3,
"ESP","PPI","TOT_MKT","IDX2015","M","2012-11",103.8,
"ESP","PPI","TOT_MKT","IDX2015","M","2012-12",103.5,
"ESP","PPI","TOT_MKT","IDX2015","M","2013-01",103.8,
"ESP","PPI","TOT_MKT","IDX2015","M","2013-02",104.3,
"ESP","PPI","TOT_MKT","IDX2015","M","2013-03",103.9,
"ESP","PPI","TOT_MKT","IDX2015","M","2013-04",103.2,
"ESP","PPI","TOT_MKT","IDX2015","M","2013-05",103,
"ESP","PPI","TOT_MKT","IDX2015","M","2013-06",102.8,
"ESP","PPI","TOT_MKT","IDX2015","M","2013-07",103,
"ESP","PPI","TOT_MKT","IDX2015","M","2013-08",103,
"ESP","PPI","TOT_MKT","IDX2015","M","2013-09",102.9,
"ESP","PPI","TOT_MKT","IDX2015","M","2013-10",102.4,
"ESP","PPI","TOT_MKT","IDX2015","M","2013-11",102.1,
"ESP","PPI","TOT_MKT","IDX2015","M","2013-12",102,
"ESP","PPI","TOT_MKT","IDX2015","M","2014-01",101.8,
"ESP","PPI","TOT_MKT","IDX2015","M","2014-02",101.7,
"ESP","PPI","TOT_MKT","IDX2015","M","2014-03",101.5,
"ESP","PPI","TOT_MKT","IDX2015","M","2014-04",101.7,
"ESP","PPI","TOT_MKT","IDX2015","M","2014-05",101.7,
"ESP","PPI","TOT_MKT","IDX2015","M","2014-06",102,
"ESP","PPI","TOT_MKT","IDX2015","M","2014-07",102.1,
"ESP","PPI","TOT_MKT","IDX2015","M","2014-08",102,
"ESP","PPI","TOT_MKT","IDX2015","M","2014-09",102,
"ESP","PPI","TOT_MKT","IDX2015","M","2014-10",101.4,
"ESP","PPI","TOT_MKT","IDX2015","M","2014-11",101,
"ESP","PPI","TOT_MKT","IDX2015","M","2014-12",99.8,
"ESP","PPI","TOT_MKT","IDX2015","M","2015-01",98.9,
"ESP","PPI","TOT_MKT","IDX2015","M","2015-02",99.9,
"ESP","PPI","TOT_MKT","IDX2015","M","2015-03",100.6,
"ESP","PPI","TOT_MKT","IDX2015","M","2015-04",101.1,
"ESP","PPI","TOT_MKT","IDX2015","M","2015-05",101.5,
"ESP","PPI","TOT_MKT","IDX2015","M","2015-06",101.5,
"ESP","PPI","TOT_MKT","IDX2015","M","2015-07",101.2,
"ESP","PPI","TOT_MKT","IDX2015","M","2015-08",100.1,
"ESP","PPI","TOT_MKT","IDX2015","M","2015-09",99.5,
"ESP","PPI","TOT_MKT","IDX2015","M","2015-10",99,
"ESP","PPI","TOT_MKT","IDX2015","M","2015-11",98.8,
"ESP","PPI","TOT_MKT","IDX2015","M","2015-12",97.8,
"ESP","PPI","TOT_MKT","IDX2015","M","2016-01",96.9,
"ESP","PPI","TOT_MKT","IDX2015","M","2016-02",96.3,
"ESP","PPI","TOT_MKT","IDX2015","M","2016-03",97,
"ESP","PPI","TOT_MKT","IDX2015","M","2016-04",97.4,
"ESP","PPI","TOT_MKT","IDX2015","M","2016-05",98.1,
"ESP","PPI","TOT_MKT","IDX2015","M","2016-06",98.8,
"ESP","PPI","TOT_MKT","IDX2015","M","2016-07",98.7,
"ESP","PPI","TOT_MKT","IDX2015","M","2016-08",98.5,
"ESP","PPI","TOT_MKT","IDX2015","M","2016-09",98.7,
"ESP","PPI","TOT_MKT","IDX2015","M","2016-10",99.3,
"ESP","PPI","TOT_MKT","IDX2015","M","2016-11",99.4,
"ESP","PPI","TOT_MKT","IDX2015","M","2016-12",100.5,
"ESP","PPI","TOT_MKT","IDX2015","M","2017-01",101.4,
"ESP","PPI","TOT_MKT","IDX2015","M","2017-02",101.9,
"ESP","PPI","TOT_MKT","IDX2015","M","2017-03",101.8,
"ESP","PPI","TOT_MKT","IDX2015","M","2017-04",102,
"ESP","PPI","TOT_MKT","IDX2015","M","2017-05",101.8,
"ESP","PPI","TOT_MKT","IDX2015","M","2017-06",101.3,
"ESP","PPI","TOT_MKT","IDX2015","M","2017-07",101.3,
"ESP","PPI","TOT_MKT","IDX2015","M","2017-08",101.5,
"ESP","PPI","TOT_MKT","IDX2015","M","2017-09",101.9,
"ESP","PPI","TOT_MKT","IDX2015","M","2017-10",102.2,
"ESP","PPI","TOT_MKT","IDX2015","M","2017-11",102.5,
"ESP","PPI","TOT_MKT","IDX2015","M","2017-12",102.7,
"ESP","PPI","TOT_MKT","IDX2015","M","2018-01",103.2,
"ESP","PPI","TOT_MKT","IDX2015","M","2018-02",102.8,
"ESP","PPI","TOT_MKT","IDX2015","M","2018-03",102.9,
"ESP","PPI","TOT_MKT","IDX2015","M","2018-04",103.5,
"ESP","PPI","TOT_MKT","IDX2015","M","2018-05",104.2,
"ESP","PPI","TOT_MKT","IDX2015","M","2018-06",104.5,
"ESP","PPI","TOT_MKT","IDX2015","M","2018-07",104.3,
"ESP","PPI","TOT_MKT","IDX2015","M","2018-08",104.5,
"ESP","PPI","TOT_MKT","IDX2015","M","2018-09",104.6,
"ESP","PPI","TOT_MKT","IDX2015","M","2018-10",105,
"ESP","PPI","TOT_MKT","IDX2015","M","2018-11",104.3,
"ESP","PPI","TOT_MKT","IDX2015","M","2018-12",103,
"ESP","PPI","TOT_MKT","IDX2015","M","2019-01",102.9,
"ESP","PPI","TOT_MKT","IDX2015","M","2019-02",103.6,
"ESP","PPI","TOT_MKT","IDX2015","M","2019-03",104.2,
"ESP","PPI","TOT_MKT","IDX2015","M","2019-04",104.9,
"ESP","PPI","TOT_MKT","IDX2015","M","2019-05",105.1,
"ESP","PPI","TOT_MKT","IDX2015","M","2019-06",104.1,
"ESP","PPI","TOT_MKT","IDX2015","M","2019-07",104.2,
"ESP","PPI","TOT_MKT","IDX2015","M","2019-08",103.4,
"ESP","PPI","TOT_MKT","IDX2015","M","2019-09",104.1,
"ESP","PPI","TOT_MKT","IDX2015","M","2019-10",104,
"ESP","PPI","TOT_MKT","IDX2015","M","2019-11",103.9,
"ESP","PPI","TOT_MKT","IDX2015","M","2019-12",104.1,
"ESP","PPI","TOT_MKT","IDX2015","M","2020-01",104.5,
"SWE","PPI","TOT_MKT","IDX2015","M","2011-01",98.70823,
"SWE","PPI","TOT_MKT","IDX2015","M","2011-02",99.10826,
"SWE","PPI","TOT_MKT","IDX2015","M","2011-03",99.20827,
"SWE","PPI","TOT_MKT","IDX2015","M","2011-04",99.90833,
"SWE","PPI","TOT_MKT","IDX2015","M","2011-05",99.50829,
"SWE","PPI","TOT_MKT","IDX2015","M","2011-06",99.80832,
"SWE","PPI","TOT_MKT","IDX2015","M","2011-07",100.7084,
"SWE","PPI","TOT_MKT","IDX2015","M","2011-08",100.8084,
"SWE","PPI","TOT_MKT","IDX2015","M","2011-09",100.6084,
"SWE","PPI","TOT_MKT","IDX2015","M","2011-10",100.2084,
"SWE","PPI","TOT_MKT","IDX2015","M","2011-11",100.1083,
"SWE","PPI","TOT_MKT","IDX2015","M","2011-12",100.4084,
"SWE","PPI","TOT_MKT","IDX2015","M","2012-01",100.4084,
"SWE","PPI","TOT_MKT","IDX2015","M","2012-02",100.6084,
"SWE","PPI","TOT_MKT","IDX2015","M","2012-03",100.8084,
"SWE","PPI","TOT_MKT","IDX2015","M","2012-04",101.1084,
"SWE","PPI","TOT_MKT","IDX2015","M","2012-05",101.0084,
"SWE","PPI","TOT_MKT","IDX2015","M","2012-06",101.2084,
"SWE","PPI","TOT_MKT","IDX2015","M","2012-07",100.4084,
"SWE","PPI","TOT_MKT","IDX2015","M","2012-08",99.6083,
"SWE","PPI","TOT_MKT","IDX2015","M","2012-09",98.70823,
"SWE","PPI","TOT_MKT","IDX2015","M","2012-10",98.80824,
"SWE","PPI","TOT_MKT","IDX2015","M","2012-11",98.80824,
"SWE","PPI","TOT_MKT","IDX2015","M","2012-12",98.60822,
"SWE","PPI","TOT_MKT","IDX2015","M","2013-01",98.70823,
"SWE","PPI","TOT_MKT","IDX2015","M","2013-02",98.30819,
"SWE","PPI","TOT_MKT","IDX2015","M","2013-03",97.2081,
"SWE","PPI","TOT_MKT","IDX2015","M","2013-04",96.40804,
"SWE","PPI","TOT_MKT","IDX2015","M","2013-05",96.90807,
"SWE","PPI","TOT_MKT","IDX2015","M","2013-06",97.50813,
"SWE","PPI","TOT_MKT","IDX2015","M","2013-07",97.70815,
"SWE","PPI","TOT_MKT","IDX2015","M","2013-08",97.30811,
"SWE","PPI","TOT_MKT","IDX2015","M","2013-09",97.80815,
"SWE","PPI","TOT_MKT","IDX2015","M","2013-10",97.30811,
"SWE","PPI","TOT_MKT","IDX2015","M","2013-11",97.70815,
"SWE","PPI","TOT_MKT","IDX2015","M","2013-12",98.60822,
"SWE","PPI","TOT_MKT","IDX2015","M","2014-01",98.70823,
"SWE","PPI","TOT_MKT","IDX2015","M","2014-02",98.10818,
"SWE","PPI","TOT_MKT","IDX2015","M","2014-03",98.30819,
"SWE","PPI","TOT_MKT","IDX2015","M","2014-04",98.30819,
"SWE","PPI","TOT_MKT","IDX2015","M","2014-05",99.6083,
"SWE","PPI","TOT_MKT","IDX2015","M","2014-06",99.80832,
"SWE","PPI","TOT_MKT","IDX2015","M","2014-07",99.80832,
"SWE","PPI","TOT_MKT","IDX2015","M","2014-08",100.6084,
"SWE","PPI","TOT_MKT","IDX2015","M","2014-09",100.3084,
"SWE","PPI","TOT_MKT","IDX2015","M","2014-10",100.2084,
"SWE","PPI","TOT_MKT","IDX2015","M","2014-11",99.6083,
"SWE","PPI","TOT_MKT","IDX2015","M","2014-12",99.00825,
"SWE","PPI","TOT_MKT","IDX2015","M","2015-01",99.20827,
"SWE","PPI","TOT_MKT","IDX2015","M","2015-02",100.4084,
"SWE","PPI","TOT_MKT","IDX2015","M","2015-03",101.0084,
"SWE","PPI","TOT_MKT","IDX2015","M","2015-04",101.0084,
"SWE","PPI","TOT_MKT","IDX2015","M","2015-05",101.8085,
"SWE","PPI","TOT_MKT","IDX2015","M","2015-06",101.1084,
"SWE","PPI","TOT_MKT","IDX2015","M","2015-07",100.2084,
"SWE","PPI","TOT_MKT","IDX2015","M","2015-08",100.2084,
"SWE","PPI","TOT_MKT","IDX2015","M","2015-09",99.70831,
"SWE","PPI","TOT_MKT","IDX2015","M","2015-10",98.80824,
"SWE","PPI","TOT_MKT","IDX2015","M","2015-11",98.70823,
"SWE","PPI","TOT_MKT","IDX2015","M","2015-12",97.80815,
"SWE","PPI","TOT_MKT","IDX2015","M","2016-01",96.20802,
"SWE","PPI","TOT_MKT","IDX2015","M","2016-02",96.60805,
