,Unnamed: 0,i,Country_Region,Date,ConfirmedCases,Population Density (per sq. km),HDI,Testing By Date,Total Testing,Age dependency ratio (% of working-age population) (% of working-age population),Physician_per_thousand,hospibed,pop,Lockdown Date
22,22,5455,Afghanistan,2020-02-13,0,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
23,23,5454,Afghanistan,2020-02-14,0,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
24,24,5453,Afghanistan,2020-02-15,0,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
25,25,5452,Afghanistan,2020-02-16,0,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
26,26,5451,Afghanistan,2020-02-17,0,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
27,27,5450,Afghanistan,2020-02-18,0,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
28,28,5449,Afghanistan,2020-02-19,0,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
29,29,5462,Afghanistan,2020-02-20,0,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
30,30,5479,Afghanistan,2020-02-21,0,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
31,31,5494,Afghanistan,2020-02-22,0,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
32,32,5480,Afghanistan,2020-02-23,0,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
33,33,7739,Afghanistan,2020-02-24,1,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
34,34,7740,Afghanistan,2020-02-25,1,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
35,35,7741,Afghanistan,2020-02-26,1,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
36,36,7742,Afghanistan,2020-02-27,1,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
37,37,7743,Afghanistan,2020-02-28,1,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
38,38,7744,Afghanistan,2020-02-29,1,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
39,39,7745,Afghanistan,2020-03-01,1,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
40,40,7746,Afghanistan,2020-03-02,1,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
41,41,7728,Afghanistan,2020-03-03,1,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
42,42,7737,Afghanistan,2020-03-04,1,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
43,43,7727,Afghanistan,2020-03-05,1,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
44,44,7715,Afghanistan,2020-03-06,1,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
45,45,7707,Afghanistan,2020-03-07,1,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
46,46,8887,Afghanistan,2020-03-08,4,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
47,47,8836,Afghanistan,2020-03-09,4,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
48,48,9014,Afghanistan,2020-03-10,5,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
49,49,9210,Afghanistan,2020-03-11,7,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
50,50,9194,Afghanistan,2020-03-12,7,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
51,51,9153,Afghanistan,2020-03-13,7,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
52,52,9554,Afghanistan,2020-03-14,11,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
53,53,9932,Afghanistan,2020-03-15,16,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
54,54,10114,Afghanistan,2020-03-16,21,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
55,55,10130,Afghanistan,2020-03-17,22,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
56,56,10128,Afghanistan,2020-03-18,22,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
57,57,10135,Afghanistan,2020-03-19,22,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
58,58,10204,Afghanistan,2020-03-20,24,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
59,59,10211,Afghanistan,2020-03-21,24,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
60,60,10545,Afghanistan,2020-03-22,40,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
61,61,10546,Afghanistan,2020-03-23,40,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
62,62,10958,Afghanistan,2020-03-24,74,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
63,63,11036,Afghanistan,2020-03-25,84,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
64,64,11119,Afghanistan,2020-03-26,94,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
65,65,11242,Afghanistan,2020-03-27,110,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
66,66,11240,Afghanistan,2020-03-28,110,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
67,67,11302,Afghanistan,2020-03-29,120,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
68,68,11515,Afghanistan,2020-03-30,170,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
69,69,11529,Afghanistan,2020-03-31,174,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
70,70,11739,Afghanistan,2020-04-01,237,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
71,71,11825,Afghanistan,2020-04-02,273,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
72,72,11845,Afghanistan,2020-04-03,281,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
73,73,11874,Afghanistan,2020-04-04,299,56.93776001,0.498,,,84.5872779704028,0.3039,0.5,"38,928,346",24/03/2020
74,74,5500,Albania,2020-01-22,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
75,75,5499,Albania,2020-01-23,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
76,76,5498,Albania,2020-01-24,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
77,77,5497,Albania,2020-01-25,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
78,78,5496,Albania,2020-01-26,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
79,79,5509,Albania,2020-01-27,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
80,80,5495,Albania,2020-01-28,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
81,81,5493,Albania,2020-01-29,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
82,82,5492,Albania,2020-01-30,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
83,83,5491,Albania,2020-01-31,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
84,84,5490,Albania,2020-02-01,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
85,85,5489,Albania,2020-02-02,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
86,86,5488,Albania,2020-02-03,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
87,87,5487,Albania,2020-02-04,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
88,88,5486,Albania,2020-02-05,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
89,89,5485,Albania,2020-02-06,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
90,90,5484,Albania,2020-02-07,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
91,91,5483,Albania,2020-02-08,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
92,92,5482,Albania,2020-02-09,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
93,93,5481,Albania,2020-02-10,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
94,94,5448,Albania,2020-02-11,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
95,95,5447,Albania,2020-02-12,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
96,96,5446,Albania,2020-02-13,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
97,97,5430,Albania,2020-02-14,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
98,98,5412,Albania,2020-02-15,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
99,99,5411,Albania,2020-02-16,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
100,100,5410,Albania,2020-02-17,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
101,101,5409,Albania,2020-02-18,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
102,102,5408,Albania,2020-02-19,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
103,103,5407,Albania,2020-02-20,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
104,104,5406,Albania,2020-02-21,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
105,105,5405,Albania,2020-02-22,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
106,106,5404,Albania,2020-02-23,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
107,107,5403,Albania,2020-02-24,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
108,108,5402,Albania,2020-02-25,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
109,109,5401,Albania,2020-02-26,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
110,110,5400,Albania,2020-02-27,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
111,111,5399,Albania,2020-02-28,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
112,112,5398,Albania,2020-02-29,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
113,113,5397,Albania,2020-03-01,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
114,114,5396,Albania,2020-03-02,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
115,115,5395,Albania,2020-03-03,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
116,116,5394,Albania,2020-03-04,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
117,117,5393,Albania,2020-03-05,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
118,118,5392,Albania,2020-03-06,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
119,119,5391,Albania,2020-03-07,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
120,120,5390,Albania,2020-03-08,0,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
121,121,8191,Albania,2020-03-09,2,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
122,122,9516,Albania,2020-03-10,10,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
123,123,9674,Albania,2020-03-11,12,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
124,124,10165,Albania,2020-03-12,23,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
125,125,10423,Albania,2020-03-13,33,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
126,126,10513,Albania,2020-03-14,38,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
127,127,10581,Albania,2020-03-15,42,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
128,128,10727,Albania,2020-03-16,51,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
129,129,10774,Albania,2020-03-17,55,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
130,130,10822,Albania,2020-03-18,59,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
131,131,10868,Albania,2020-03-19,64,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
132,132,10927,Albania,2020-03-20,70,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
133,133,10974,Albania,2020-03-21,76,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
134,134,11080,Albania,2020-03-22,89,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
135,135,11194,Albania,2020-03-23,104,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
136,136,11313,Albania,2020-03-24,123,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
137,137,11424,Albania,2020-03-25,146,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
138,138,11530,Albania,2020-03-26,174,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
139,139,11563,Albania,2020-03-27,186,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
140,140,11614,Albania,2020-03-28,197,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
141,141,11661,Albania,2020-03-29,212,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
142,142,11696,Albania,2020-03-30,223,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
143,143,11752,Albania,2020-03-31,243,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
144,144,11790,Albania,2020-04-01,259,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
145,145,11836,Albania,2020-04-02,277,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
146,146,11884,Albania,2020-04-03,304,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
147,147,11941,Albania,2020-04-04,333,104.6122628,0.785,,,44.0595057133346,1.65,2.9,"2,877,797",08/03/2020
148,148,5426,Algeria,2020-01-22,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
149,149,5425,Algeria,2020-01-23,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
150,150,5424,Algeria,2020-01-24,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
151,151,5423,Algeria,2020-01-25,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
152,152,5422,Algeria,2020-01-26,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
153,153,5421,Algeria,2020-01-27,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
154,154,5420,Algeria,2020-01-28,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
155,155,5419,Algeria,2020-01-29,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
156,156,5418,Algeria,2020-01-30,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
157,157,5417,Algeria,2020-01-31,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
158,158,5478,Algeria,2020-02-01,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
159,159,5510,Algeria,2020-02-02,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
160,160,5511,Algeria,2020-02-03,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
161,161,5512,Algeria,2020-02-04,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
162,162,5604,Algeria,2020-02-05,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
163,163,5603,Algeria,2020-02-06,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
164,164,5602,Algeria,2020-02-07,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
165,165,5601,Algeria,2020-02-08,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
166,166,5600,Algeria,2020-02-09,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
167,167,5599,Algeria,2020-02-10,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
168,168,5598,Algeria,2020-02-11,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
169,169,5597,Algeria,2020-02-12,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
170,170,5596,Algeria,2020-02-13,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
171,171,5595,Algeria,2020-02-14,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
172,172,5594,Algeria,2020-02-15,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
173,173,5593,Algeria,2020-02-16,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
174,174,5592,Algeria,2020-02-17,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
175,175,5605,Algeria,2020-02-18,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
176,176,5591,Algeria,2020-02-19,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
177,177,5589,Algeria,2020-02-20,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
178,178,5588,Algeria,2020-02-21,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
179,179,5587,Algeria,2020-02-22,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
180,180,5586,Algeria,2020-02-23,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
181,181,5585,Algeria,2020-02-24,0,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
182,182,7771,Algeria,2020-02-25,1,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
183,183,7770,Algeria,2020-02-26,1,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
184,184,7759,Algeria,2020-02-27,1,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
185,185,7751,Algeria,2020-02-28,1,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
186,186,7752,Algeria,2020-02-29,1,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
187,187,7753,Algeria,2020-03-01,1,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
188,188,8672,Algeria,2020-03-02,3,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
189,189,8898,Algeria,2020-03-03,5,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
190,190,9661,Algeria,2020-03-04,12,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
191,191,9653,Algeria,2020-03-05,12,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
192,192,9963,Algeria,2020-03-06,17,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
193,193,9966,Algeria,2020-03-07,17,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
194,194,10050,Algeria,2020-03-08,19,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
195,195,10068,Algeria,2020-03-09,20,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
196,196,10069,Algeria,2020-03-10,20,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
197,197,10070,Algeria,2020-03-11,20,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
198,198,10188,Algeria,2020-03-12,24,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
199,199,10241,Algeria,2020-03-13,26,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
200,200,10487,Algeria,2020-03-14,37,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
201,201,10658,Algeria,2020-03-15,48,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
202,202,10769,Algeria,2020-03-16,54,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
203,203,10839,Algeria,2020-03-17,60,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
204,204,10954,Algeria,2020-03-18,74,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
205,205,11070,Algeria,2020-03-19,87,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
206,206,11092,Algeria,2020-03-20,90,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
207,207,11388,Algeria,2020-03-21,139,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
208,208,11627,Algeria,2020-03-22,201,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
209,209,11718,Algeria,2020-03-23,230,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
210,210,11806,Algeria,2020-03-24,264,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
211,211,11880,Algeria,2020-03-25,302,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
212,212,11988,Algeria,2020-03-26,367,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
213,213,12052,Algeria,2020-03-27,409,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
214,214,12108,Algeria,2020-03-28,454,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
215,215,12182,Algeria,2020-03-29,511,17.73007507,0.754,,,55.0282166293324,1.83,1.9,"43,851,044",24/03/2020
